"","X","Time..rel.ms.","Date","Time","Type","No.","Phase","Day","duration","Channel","F","Fm","PAR","Y.II.","ETR","Column","System","Block","Velocity","Salinity","Temperature","treatments","surf_area"
"141",142,271929880,"2022-03-23T23:00:00Z","1899-12-31T15:33:09Z","FO",578,"stress",1,1,"C36",254,508,"0",0.5,"0.0",50,"IMP","B3","normal","salt","control","NSC",12.6
"142",143,271939060,"2022-03-23T23:00:00Z","1899-12-31T15:33:19Z","FO",579,"stress",1,1,"C36",201,525,"0",0.617,"0.0",50,"IMP","B3","normal","salt","control","NSC",12.6
"143",144,271946100,"2022-03-23T23:00:00Z","1899-12-31T15:33:26Z","FO",580,"stress",1,1,"C36",260,951,"0",0.727,"0.0",50,"IMP","B3","normal","salt","control","NSC",12.6
"144",145,271974120,"2022-03-23T23:00:00Z","1899-12-31T15:33:54Z","FO",582,"stress",1,1,"C37",251,390,"0",0.356,"0.0",51,"IMP","B3","normal","background","control","NBC",14.28
"145",146,271980560,"2022-03-23T23:00:00Z","1899-12-31T15:34:00Z","FO",583,"stress",1,1,"C37",351,814,"0",0.569,"0.0",51,"IMP","B3","normal","background","control","NBC",14.28
"146",147,271985000,"2022-03-23T23:00:00Z","1899-12-31T15:34:05Z","FO",584,"stress",1,1,"C37",329,797,"0",0.587,"0.0",51,"IMP","B3","normal","background","control","NBC",14.28
"147",148,271993820,"2022-03-23T23:00:00Z","1899-12-31T15:34:13Z","FO",585,"stress",1,1,"C37",388,1002,"0",0.613,"0.0",51,"IMP","B3","normal","background","control","NBC",14.28
"148",149,272006080,"2022-03-23T23:00:00Z","1899-12-31T15:34:26Z","FO",587,"stress",1,1,"C38",409,936,"0",0.563,"0.0",19,"IMP","B3","normal","salt","control","NSC",16
"149",150,272013220,"2022-03-23T23:00:00Z","1899-12-31T15:34:33Z","FO",588,"stress",1,1,"C38",522,957,"0",0.455,"0.0",19,"IMP","B3","normal","salt","control","NSC",16
"150",151,272020820,"2022-03-23T23:00:00Z","1899-12-31T15:34:40Z","FO",589,"stress",1,1,"C38",403,541,"0",0.255,"0.0",19,"IMP","B3","normal","salt","control","NSC",16
"151",152,272028300,"2022-03-23T23:00:00Z","1899-12-31T15:34:48Z","FO",590,"stress",1,1,"C38",241,659,"0",0.634,"0.0",19,"IMP","B3","normal","salt","control","NSC",16
"152",153,272053120,"2022-03-23T23:00:00Z","1899-12-31T15:35:13Z","FO",593,"stress",1,1,"C39",285,755,"0",0.623,"0.0",20,"IMP","B3","reduced","background","control","RBC",20
"153",154,272058260,"2022-03-23T23:00:00Z","1899-12-31T15:35:18Z","FO",594,"stress",1,1,"C39",448,1268,"0",0.647,"0.0",20,"IMP","B3","reduced","background","control","RBC",20
"154",155,272064760,"2022-03-23T23:00:00Z","1899-12-31T15:35:24Z","FO",595,"stress",1,1,"C39",332,546,"0",0.392,"0.0",20,"IMP","B3","reduced","background","control","RBC",20
"155",156,272072360,"2022-03-23T23:00:00Z","1899-12-31T15:35:32Z","FO",596,"stress",1,1,"C39",634,1212,"0",0.477,"0.0",20,"IMP","B3","reduced","background","control","RBC",20
"156",157,272090640,"2022-03-23T23:00:00Z","1899-12-31T15:35:50Z","FO",598,"stress",1,1,"C40",318,713,"0",0.554,"0.0",21,"IMP","B3","reduced","salt","control","RSC",16
"157",158,272096400,"2022-03-23T23:00:00Z","1899-12-31T15:35:56Z","FO",599,"stress",1,1,"C40",213,408,"0",0.478,"0.0",21,"IMP","B3","reduced","salt","control","RSC",16
"158",159,272103400,"2022-03-23T23:00:00Z","1899-12-31T15:36:03Z","FO",600,"stress",1,1,"C40",202,382,"0",0.471,"0.0",21,"IMP","B3","reduced","salt","control","RSC",16
"159",160,272116900,"2022-03-23T23:00:00Z","1899-12-31T15:36:16Z","FO",601,"stress",1,1,"C40",382,957,"0",0.601,"0.0",21,"IMP","B3","reduced","salt","control","RSC",16
"160",161,272133180,"2022-03-23T23:00:00Z","1899-12-31T15:36:33Z","FO",603,"stress",1,1,"C41",280,1177,"0",0.762,"0.0",52,"IMP","B3","reduced","salt","control","RSC",14.82
"161",162,272139580,"2022-03-23T23:00:00Z","1899-12-31T15:36:39Z","FO",604,"stress",1,1,"C41",482,1083,"0",0.555,"0.0",52,"IMP","B3","reduced","salt","control","RSC",14.82
"162",163,272144680,"2022-03-23T23:00:00Z","1899-12-31T15:36:44Z","FO",605,"stress",1,1,"C41",445,657,"0",0.323,"0.0",52,"IMP","B3","reduced","salt","control","RSC",14.82
"163",164,272150240,"2022-03-23T23:00:00Z","1899-12-31T15:36:50Z","FO",606,"stress",1,1,"C41",148,592,"0",0.75,"0.0",52,"IMP","B3","reduced","salt","control","RSC",14.82
"164",165,272155760,"2022-03-23T23:00:00Z","1899-12-31T15:36:55Z","FO",607,"stress",1,1,"C41",162,286,"0",0.434,"0.0",52,"IMP","B3","reduced","salt","control","RSC",14.82
"165",166,272167540,"2022-03-23T23:00:00Z","1899-12-31T15:37:07Z","FO",609,"stress",1,1,"C42",557,1247,"0",0.553,"0.0",53,"IMP","B3","normal","background","control","NBC",14.43
"166",167,272173940,"2022-03-23T23:00:00Z","1899-12-31T15:37:13Z","FO",610,"stress",1,1,"C42",370,914,"0",0.595,"0.0",53,"IMP","B3","normal","background","control","NBC",14.43
"167",168,272179920,"2022-03-23T23:00:00Z","1899-12-31T15:37:19Z","FO",611,"stress",1,1,"C42",198,719,"0",0.725,"0.0",53,"IMP","B3","normal","background","control","NBC",14.43
"168",169,272186260,"2022-03-23T23:00:00Z","1899-12-31T15:37:26Z","FO",612,"stress",1,1,"C42",192,1284,"0",0.85,"0.0",53,"IMP","B3","normal","background","control","NBC",14.43
"169",170,272201720,"2022-03-23T23:00:00Z","1899-12-31T15:37:41Z","FO",614,"stress",1,1,"C43",544,1109,"0",0.509,"0.0",22,"IMP","B3","normal","background","control","NBC",20
"170",171,272206580,"2022-03-23T23:00:00Z","1899-12-31T15:37:46Z","FO",615,"stress",1,1,"C43",302,729,"0",0.586,"0.0",22,"IMP","B3","normal","background","control","NBC",20
"171",172,272211640,"2022-03-23T23:00:00Z","1899-12-31T15:37:51Z","FO",616,"stress",1,1,"C43",349,988,"0",0.647,"0.0",22,"IMP","B3","normal","background","control","NBC",20
"172",173,272218820,"2022-03-23T23:00:00Z","1899-12-31T15:37:58Z","FO",617,"stress",1,1,"C43",295,661,"0",0.554,"0.0",22,"IMP","B3","normal","background","control","NBC",20
"173",174,272229720,"2022-03-23T23:00:00Z","1899-12-31T15:38:09Z","FO",619,"stress",1,1,"C44",213,836,"0",0.745,"0.0",54,"IMP","B3","normal","salt","control","NSC",15.75
"174",175,272234660,"2022-03-23T23:00:00Z","1899-12-31T15:38:14Z","FO",620,"stress",1,1,"C44",302,790,"0",0.618,"0.0",54,"IMP","B3","normal","salt","control","NSC",15.75
"175",176,272239680,"2022-03-23T23:00:00Z","1899-12-31T15:38:19Z","FO",621,"stress",1,1,"C44",248,414,"0",0.401,"0.0",54,"IMP","B3","normal","salt","control","NSC",15.75
"176",177,272246820,"2022-03-23T23:00:00Z","1899-12-31T15:38:26Z","FO",622,"stress",1,1,"C44",165,671,"0",0.754,"0.0",54,"IMP","B3","normal","salt","control","NSC",15.75
"177",178,272259060,"2022-03-23T23:00:00Z","1899-12-31T15:38:39Z","FO",624,"stress",1,1,"C45",332,791,"0",0.58,"0.0",55,"IMP","B3","reduced","background","control","RBC",14.82
"178",179,272266140,"2022-03-23T23:00:00Z","1899-12-31T15:38:46Z","FO",625,"stress",1,1,"C45",279,1046,"0",0.733,"0.0",55,"IMP","B3","reduced","background","control","RBC",14.82
"179",180,272271080,"2022-03-23T23:00:00Z","1899-12-31T15:38:51Z","FO",626,"stress",1,1,"C45",429,915,"0",0.531,"0.0",55,"IMP","B3","reduced","background","control","RBC",14.82
"180",181,272278600,"2022-03-23T23:00:00Z","1899-12-31T15:38:58Z","FO",627,"stress",1,1,"C45",223,675,"0",0.67,"0.0",55,"IMP","B3","reduced","background","control","RBC",14.82
"181",182,272293840,"2022-03-23T23:00:00Z","1899-12-31T15:39:13Z","FO",629,"stress",1,1,"C46",424,1077,"0",0.606,"0.0",56,"IMP","B3","reduced","salt","control","RSC",14
"182",183,272299140,"2022-03-23T23:00:00Z","1899-12-31T15:39:19Z","FO",630,"stress",1,1,"C46",539,1129,"0",0.523,"0.0",56,"IMP","B3","reduced","salt","control","RSC",14
"183",184,272303500,"2022-03-23T23:00:00Z","1899-12-31T15:39:23Z","FO",631,"stress",1,1,"C46",381,772,"0",0.506,"0.0",56,"IMP","B3","reduced","salt","control","RSC",14
"184",185,272310920,"2022-03-23T23:00:00Z","1899-12-31T15:39:30Z","FO",632,"stress",1,1,"C46",241,686,"0",0.649,"0.0",56,"IMP","B3","reduced","salt","control","RSC",14
"185",186,272323160,"2022-03-23T23:00:00Z","1899-12-31T15:39:43Z","FO",634,"stress",1,1,"C47",330,1008,"0",0.673,"0.0",23,"IMP","B3","normal","salt","control","NSC",20
"186",187,272328420,"2022-03-23T23:00:00Z","1899-12-31T15:39:48Z","FO",635,"stress",1,1,"C47",431,1422,"0",0.697,"0.0",23,"IMP","B3","normal","salt","control","NSC",20
"187",188,272333820,"2022-03-23T23:00:00Z","1899-12-31T15:39:53Z","FO",636,"stress",1,1,"C47",376,698,"0",0.461,"0.0",23,"IMP","B3","normal","salt","control","NSC",20
"188",189,272340440,"2022-03-23T23:00:00Z","1899-12-31T15:40:00Z","FO",637,"stress",1,1,"C47",165,436,"0",0.622,"0.0",23,"IMP","B3","normal","salt","control","NSC",20
"189",190,272350000,"2022-03-23T23:00:00Z","1899-12-31T15:40:10Z","FO",639,"stress",1,1,"C48",354,818,"0",0.567,"0.0",24,"IMP","B3","reduced","salt","control","RSC",16
"190",191,272355880,"2022-03-23T23:00:00Z","1899-12-31T15:40:15Z","FO",640,"stress",1,1,"C48",306,984,"0",0.689,"0.0",24,"IMP","B3","reduced","salt","control","RSC",16
"191",192,272358920,"2022-03-23T23:00:00Z","1899-12-31T15:40:18Z","FO",641,"stress",1,1,"C48",331,341,"0",0.029,"0.0",24,"IMP","B3","reduced","salt","control","RSC",16
"192",194,272374160,"2022-03-23T23:00:00Z","1899-12-31T15:40:34Z","FO",645,"stress",1,1,"C49",253,1148,"0",0.78,"0.0",25,"IMP","B4","normal","salt","increased","NSI",20
"193",195,272377820,"2022-03-23T23:00:00Z","1899-12-31T15:40:37Z","FO",646,"stress",1,1,"C49",396,867,"0",0.543,"0.0",25,"IMP","B4","normal","salt","increased","NSI",20
"194",196,272381660,"2022-03-23T23:00:00Z","1899-12-31T15:40:41Z","FO",647,"stress",1,1,"C49",337,493,"0",0.316,"0.0",25,"IMP","B4","normal","salt","increased","NSI",20
"195",198,272399460,"2022-03-23T23:00:00Z","1899-12-31T15:40:59Z","FO",650,"stress",1,1,"C50",326,1035,"0",0.685,"0.0",26,"IMP","B4","reduced","salt","increased","RSI",20
"196",199,272403740,"2022-03-23T23:00:00Z","1899-12-31T15:41:03Z","FO",651,"stress",1,1,"C50",337,841,"0",0.599,"0.0",26,"IMP","B4","reduced","salt","increased","RSI",20
"197",200,272410560,"2022-03-23T23:00:00Z","1899-12-31T15:41:10Z","FO",652,"stress",1,1,"C50",319,1505,"0",0.788,"0.0",26,"IMP","B4","reduced","salt","increased","RSI",20
"198",202,272436740,"2022-03-23T23:00:00Z","1899-12-31T15:41:36Z","FO",656,"stress",1,1,"C51",380,954,"0",0.602,"0.0",27,"IMP","B4","normal","salt","increased","NSI",20.8
"199",203,272442960,"2022-03-23T23:00:00Z","1899-12-31T15:41:42Z","FO",657,"stress",1,1,"C51",144,613,"0",0.765,"0.0",27,"IMP","B4","normal","salt","increased","NSI",20.8
"200",204,272454380,"2022-03-23T23:00:00Z","1899-12-31T15:41:54Z","FO",659,"stress",1,1,"C51",165,432,"0",0.618,"0.0",27,"IMP","B4","normal","salt","increased","NSI",20.8
"201",205,272460880,"2022-03-23T23:00:00Z","1899-12-31T15:42:00Z","FO",660,"stress",1,1,"C51",490,866,"0",0.434,"0.0",27,"IMP","B4","normal","salt","increased","NSI",20.8
"202",207,272494940,"2022-03-23T23:00:00Z","1899-12-31T15:42:34Z","FO",665,"stress",1,1,"C52",409,1185,"0",0.655,"0.0",57,"IMP","B4","normal","background","increased","NBI",15.2
"203",208,272506280,"2022-03-23T23:00:00Z","1899-12-31T15:42:46Z","FO",666,"stress",1,1,"C52",297,546,"0",0.456,"0.0",57,"IMP","B4","normal","background","increased","NBI",15.2
"204",209,272516560,"2022-03-23T23:00:00Z","1899-12-31T15:42:56Z","FO",667,"stress",1,1,"C52",229,730,"0",0.686,"0.0",57,"IMP","B4","normal","background","increased","NBI",15.2
"205",210,272572700,"2022-03-23T23:00:00Z","1899-12-31T15:43:52Z","FO",669,"stress",1,1,"C53",254,669,"0",0.62,"0.0",58,"IMP","B4","normal","salt","increased","NSI",16.4
"206",211,272580920,"2022-03-23T23:00:00Z","1899-12-31T15:44:00Z","FO",670,"stress",1,1,"C53",160,504,"0",0.683,"0.0",58,"IMP","B4","normal","salt","increased","NSI",16.4
"207",212,272592360,"2022-03-23T23:00:00Z","1899-12-31T15:44:12Z","FO",671,"stress",1,1,"C53",148,226,"0",0.345,"0.0",58,"IMP","B4","normal","salt","increased","NSI",16.4
"208",213,272599180,"2022-03-23T23:00:00Z","1899-12-31T15:44:19Z","FO",672,"stress",1,1,"C53",317,909,"0",0.651,"0.0",58,"IMP","B4","normal","salt","increased","NSI",16.4
"209",214,272623740,"2022-03-23T23:00:00Z","1899-12-31T15:44:43Z","FO",674,"stress",1,1,"C54",325,695,"0",0.532,"0.0",59,"IMP","B4","normal","background","increased","NBI",16
"210",215,272629980,"2022-03-23T23:00:00Z","1899-12-31T15:44:49Z","FO",675,"stress",1,1,"C54",172,740,"0",0.768,"0.0",59,"IMP","B4","normal","background","increased","NBI",16
"211",216,272636100,"2022-03-23T23:00:00Z","1899-12-31T15:44:56Z","FO",676,"stress",1,1,"C54",214,615,"0",0.652,"0.0",59,"IMP","B4","normal","background","increased","NBI",16
"212",217,272658840,"2022-03-23T23:00:00Z","1899-12-31T15:45:18Z","FO",677,"stress",1,1,"C54",183,452,"0",0.595,"0.0",59,"IMP","B4","normal","background","increased","NBI",16
"213",218,272682440,"2022-03-23T23:00:00Z","1899-12-31T15:45:42Z","FO",679,"stress",1,1,"C55",250,411,"0",0.392,"0.0",60,"IMP","B4","reduced","background","increased","RBI",15.2
"214",219,272688920,"2022-03-23T23:00:00Z","1899-12-31T15:45:48Z","FO",680,"stress",1,1,"C55",389,866,"0",0.551,"0.0",60,"IMP","B4","reduced","background","increased","RBI",15.2
"215",220,272695760,"2022-03-23T23:00:00Z","1899-12-31T15:45:55Z","FO",681,"stress",1,1,"C55",200,500,"0",0.6,"0.0",60,"IMP","B4","reduced","background","increased","RBI",15.2
"216",221,272706060,"2022-03-23T23:00:00Z","1899-12-31T15:46:06Z","FO",682,"stress",1,1,"C55",195,532,"0",0.633,"0.0",60,"IMP","B4","reduced","background","increased","RBI",15.2
"217",222,272731800,"2022-03-23T23:00:00Z","1899-12-31T15:46:31Z","FO",684,"stress",1,1,"C56",206,439,"0",0.531,"0.0",28,"IMP","B4","reduced","background","increased","RBI",21.2
"218",223,272739720,"2022-03-23T23:00:00Z","1899-12-31T15:46:39Z","FO",685,"stress",1,1,"C56",241,511,"0",0.528,"0.0",28,"IMP","B4","reduced","background","increased","RBI",21.2
"219",224,272748080,"2022-03-23T23:00:00Z","1899-12-31T15:46:48Z","FO",686,"stress",1,1,"C56",240,507,"0",0.527,"0.0",28,"IMP","B4","reduced","background","increased","RBI",21.2
"220",225,272758080,"2022-03-23T23:00:00Z","1899-12-31T15:46:58Z","FO",687,"stress",1,1,"C56",184,859,"0",0.786,"0.0",28,"IMP","B4","reduced","background","increased","RBI",21.2
"221",226,272779340,"2022-03-23T23:00:00Z","1899-12-31T15:47:19Z","FO",689,"stress",1,1,"C57",360,1051,"0",0.657,"0.0",61,"IMP","B4","reduced","background","increased","RBI",18.29
"222",227,272784620,"2022-03-23T23:00:00Z","1899-12-31T15:47:24Z","FO",690,"stress",1,1,"C57",471,1030,"0",0.543,"0.0",61,"IMP","B4","reduced","background","increased","RBI",18.29
"223",228,272790900,"2022-03-23T23:00:00Z","1899-12-31T15:47:30Z","FO",691,"stress",1,1,"C57",434,894,"0",0.515,"0.0",61,"IMP","B4","reduced","background","increased","RBI",18.29
"224",229,272798700,"2022-03-23T23:00:00Z","1899-12-31T15:47:38Z","FO",692,"stress",1,1,"C57",205,395,"0",0.481,"0.0",61,"IMP","B4","reduced","background","increased","RBI",18.29
"225",230,272815200,"2022-03-23T23:00:00Z","1899-12-31T15:47:55Z","FO",694,"stress",1,1,"C58",126,222,"0",0.432,"0.0",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"226",231,272821400,"2022-03-23T23:00:00Z","1899-12-31T15:48:01Z","FO",695,"stress",1,1,"C58",142,334,"0",0.575,"0.0",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"227",232,272826600,"2022-03-23T23:00:00Z","1899-12-31T15:48:06Z","FO",696,"stress",1,1,"C58",119,397,"0",0.7,"0.0",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"228",233,272836480,"2022-03-23T23:00:00Z","1899-12-31T15:48:16Z","FO",697,"stress",1,1,"C58",134,508,"0",0.736,"0.0",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"229",234,272860300,"2022-03-23T23:00:00Z","1899-12-31T15:48:40Z","FO",699,"stress",1,1,"C59",291,644,"0",0.548,"0.0",29,"IMP","B4","reduced","background","increased","RBI",24
"230",235,272867160,"2022-03-23T23:00:00Z","1899-12-31T15:48:47Z","FO",700,"stress",1,1,"C59",247,342,"0",0.278,"0.0",29,"IMP","B4","reduced","background","increased","RBI",24
"231",236,272877140,"2022-03-23T23:00:00Z","1899-12-31T15:48:57Z","FO",701,"stress",1,1,"C59",151,346,"0",0.564,"0.0",29,"IMP","B4","reduced","background","increased","RBI",24
"232",237,272898480,"2022-03-23T23:00:00Z","1899-12-31T15:49:18Z","FO",702,"stress",1,1,"C59",282,855,"0",0.67,"0.0",29,"IMP","B4","reduced","background","increased","RBI",24
"233",238,272908800,"2022-03-23T23:00:00Z","1899-12-31T15:49:28Z","FO",703,"stress",1,1,"C59",205,624,"0",0.671,"0.0",29,"IMP","B4","reduced","background","increased","RBI",24
"234",239,272926000,"2022-03-23T23:00:00Z","1899-12-31T15:49:46Z","FO",705,"stress",1,1,"C60",256,679,"0",0.623,"0.0",63,"IMP","B4","normal","salt","increased","NSI",14.82
"235",240,272935620,"2022-03-23T23:00:00Z","1899-12-31T15:49:55Z","FO",706,"stress",1,1,"C60",221,453,"0",0.512,"0.0",63,"IMP","B4","normal","salt","increased","NSI",14.82
"236",241,272942120,"2022-03-23T23:00:00Z","1899-12-31T15:50:02Z","FO",707,"stress",1,1,"C60",330,569,"0",0.42,"0.0",63,"IMP","B4","normal","salt","increased","NSI",14.82
"237",242,272949860,"2022-03-23T23:00:00Z","1899-12-31T15:50:09Z","FO",708,"stress",1,1,"C60",268,284,"0",0.056,"0.0",63,"IMP","B4","normal","salt","increased","NSI",14.82
"238",243,272964340,"2022-03-23T23:00:00Z","1899-12-31T15:50:24Z","FO",710,"stress",1,1,"C61",147,339,"0",0.566,"0.0",30,"IMP","B4","reduced","salt","increased","RSI",28
"239",244,272971740,"2022-03-23T23:00:00Z","1899-12-31T15:50:31Z","FO",711,"stress",1,1,"C61",205,387,"0",0.47,"0.0",30,"IMP","B4","reduced","salt","increased","RSI",28
"240",245,272978620,"2022-03-23T23:00:00Z","1899-12-31T15:50:38Z","FO",712,"stress",1,1,"C61",136,215,"0",0.367,"0.0",30,"IMP","B4","reduced","salt","increased","RSI",28
"241",246,272988940,"2022-03-23T23:00:00Z","1899-12-31T15:50:48Z","FO",713,"stress",1,1,"C61",148,255,"0",0.42,"0.0",30,"IMP","B4","reduced","salt","increased","RSI",28
"242",247,273010320,"2022-03-23T23:00:00Z","1899-12-31T15:51:10Z","FO",715,"stress",1,1,"C62",449,1121,"0",0.599,"0.0",31,"IMP","B4","normal","background","increased","NBI",22
"243",248,273016680,"2022-03-23T23:00:00Z","1899-12-31T15:51:16Z","FO",716,"stress",1,1,"C62",582,1155,"0",0.496,"0.0",31,"IMP","B4","normal","background","increased","NBI",22
"244",249,273024100,"2022-03-23T23:00:00Z","1899-12-31T15:51:24Z","FO",717,"stress",1,1,"C62",523,1044,"0",0.499,"0.0",31,"IMP","B4","normal","background","increased","NBI",22
"245",250,273033820,"2022-03-23T23:00:00Z","1899-12-31T15:51:33Z","FO",718,"stress",1,1,"C62",309,802,"0",0.615,"0.0",31,"IMP","B4","normal","background","increased","NBI",22
"246",251,273053120,"2022-03-23T23:00:00Z","1899-12-31T15:51:53Z","FO",720,"stress",1,1,"C63",517,1306,"0",0.604,"0.0",32,"IMP","B4","normal","background","increased","NBI",19.2
"247",252,273059160,"2022-03-23T23:00:00Z","1899-12-31T15:51:59Z","FO",721,"stress",1,1,"C63",423,1022,"0",0.586,"0.0",32,"IMP","B4","normal","background","increased","NBI",19.2
"248",253,273065980,"2022-03-23T23:00:00Z","1899-12-31T15:52:05Z","FO",722,"stress",1,1,"C63",372,923,"0",0.597,"0.0",32,"IMP","B4","normal","background","increased","NBI",19.2
"249",254,273074420,"2022-03-23T23:00:00Z","1899-12-31T15:52:14Z","FO",723,"stress",1,1,"C63",339,863,"0",0.607,"0.0",32,"IMP","B4","normal","background","increased","NBI",19.2
"250",255,273088680,"2022-03-23T23:00:00Z","1899-12-31T15:52:28Z","FO",725,"stress",1,1,"C64",382,844,"0",0.547,"0.0",64,"IMP","B4","reduced","salt","increased","RSI",23.2
"251",256,273095200,"2022-03-23T23:00:00Z","1899-12-31T15:52:35Z","FO",726,"stress",1,1,"C64",331,731,"0",0.547,"0.0",64,"IMP","B4","reduced","salt","increased","RSI",23.2
"252",257,273103280,"2022-03-23T23:00:00Z","1899-12-31T15:52:43Z","FO",727,"stress",1,1,"C64",336,868,"0",0.613,"0.0",64,"IMP","B4","reduced","salt","increased","RSI",23.2
"253",258,273111420,"2022-03-23T23:00:00Z","1899-12-31T15:52:51Z","FO",728,"stress",1,1,"C64",336,938,"0",0.642,"0.0",64,"IMP","B4","reduced","salt","increased","RSI",23.2
"254",259,720585860,"2022-03-28T22:00:00Z","1899-12-31T21:10:45Z","FO",1056,"stress",5,5,"C01",298,861,"0",0.654,"0.0",33,"IMP","B1","reduced","background","increased","RBI",16.8
"255",260,720592500,"2022-03-28T22:00:00Z","1899-12-31T21:10:52Z","FO",1057,"stress",5,5,"C01",345,1091,"0",0.684,"0.0",33,"IMP","B1","reduced","background","increased","RBI",16.8
"256",261,720602680,"2022-03-28T22:00:00Z","1899-12-31T21:11:02Z","FO",1058,"stress",5,5,"C01",143,514,"0",0.722,"0.0",33,"IMP","B1","reduced","background","increased","RBI",16.8
"257",262,720615480,"2022-03-28T22:00:00Z","1899-12-31T21:11:15Z","FO",1059,"stress",5,5,"C01",268,851,"0",0.685,"0.0",33,"IMP","B1","reduced","background","increased","RBI",16.8
"258",263,720634420,"2022-03-28T22:00:00Z","1899-12-31T21:11:34Z","FO",1061,"stress",5,5,"C02",123,428,"0",0.713,"0.0",34,"IMP","B1","reduced","salt","increased","RSI",15.96
"259",265,720648720,"2022-03-28T22:00:00Z","1899-12-31T21:11:48Z","FO",1063,"stress",5,5,"C02",194,859,"0",0.774,"0.0",34,"IMP","B1","reduced","salt","increased","RSI",15.96
"260",267,720684700,"2022-03-28T22:00:00Z","1899-12-31T21:12:24Z","FO",1066,"stress",5,5,"C03",134,425,"0",0.685,"0.0",35,"IMP","B1","reduced","salt","increased","RSI",14.04
"261",268,720690960,"2022-03-28T22:00:00Z","1899-12-31T21:12:30Z","FO",1067,"stress",5,5,"C03",217,612,"0",0.645,"0.0",35,"IMP","B1","reduced","salt","increased","RSI",14.04
